title,published_date,duration,views,likes,comments,engagement_rate,day_of_week,hour,Month,Day,Hour,TitleLength,DayOfWeek
AirPods Max Review: Luxury Listening!,2020-12-16 01:37:02+00:00,15.416666666666666,10121197,319586,23090,0.03385726016399049,Wednesday,1,2020-12,Wednesday,1,37,2
Outer Folding Phones: It's Time to Stop!,2020-12-15 01:04:57+00:00,10.283333333333333,1871653,89604,6189,0.051180961428213455,Tuesday,1,2020-12,Tuesday,1,40,1
The iPhone with a Piece of the Moon? The Caviar Story,2020-12-12 02:15:08+00:00,15.35,2996595,146372,8395,0.05164762004875534,Saturday,2,2020-12,Saturday,2,53,5
AirPods Max Unboxing & Impressions: $550?!,2020-12-10 14:00:39+00:00,11.866666666666667,12859011,413498,45017,0.035657096801612505,Thursday,14,2020-12,Thursday,14,42,3
The Portless iPhone: Let's Talk!,2020-12-07 21:59:59+00:00,12.616666666666667,6636247,232597,42968,0.041524222953123954,Monday,21,2020-12,Monday,21,32,0
The $129 Smartphone?!,2020-12-05 01:00:07+00:00,10.633333333333333,2637438,115221,8130,0.046769251068650715,Saturday,1,2020-12,Saturday,1,21,5
The Blind Smartphone Camera Test 2020!,2020-12-03 00:00:09+00:00,17.116666666666667,2985936,155159,11127,0.05568974016857695,Thursday,0,2020-12,Thursday,0,38,3
What's in my Tech Bag! [2020],2020-11-30 19:45:14+00:00,11.083333333333334,3696442,168721,10015,0.04835352482197746,Monday,19,2020-11,Monday,19,29,0
The FIRST MKBHD Product: ICONS!,2020-11-27 14:00:19+00:00,8.65,1762963,123811,10401,0.07612865386284341,Friday,14,2020-11,Friday,14,31,4
The First Folding Screen Tablet!,2020-11-24 22:51:16+00:00,9.216666666666667,2816823,138409,9761,0.052601814171497466,Tuesday,22,2020-11,Tuesday,22,32,1
Apple M1 Mac Review: Time to Recalibrate!,2020-11-17 14:01:00+00:00,14.516666666666667,9189771,304037,16579,0.034888355759898695,Tuesday,14,2020-11,Tuesday,14,41,1
PlayStation 5 Review: Next Gen Gaming!,2020-11-14 12:40:21+00:00,16.733333333333334,8117898,251608,14893,0.032828818494639866,Saturday,12,2020-11,Saturday,12,38,5
"HomePod Mini Review: Big Sound, Tiny Box!",2020-11-12 14:00:49+00:00,11.233333333333333,6114300,164030,7660,0.028080074579265,Thursday,14,2020-11,Thursday,14,41,3
Apple M1 Chip: Let's Talk!,2020-11-11 00:04:48+00:00,12.25,4282192,169411,11662,0.04228511939679491,Wednesday,0,2020-11,Wednesday,0,26,2
iPhone 12 Pro Max Review: The Biggest Ever!,2020-11-09 14:00:57+00:00,10.15,6229284,178948,12377,0.03071380274201658,Monday,14,2020-11,Monday,14,43,0
iPhone 12 Mini Review: Tiny Tradeoffs!,2020-11-09 14:00:46+00:00,7.733333333333333,5770405,167883,7126,0.030328720427768935,Monday,14,2020-11,Monday,14,38,0
PlayStation 5 Controller: Major Key!,2020-11-01 00:20:12+00:00,8.5,3792958,165333,9719,0.046151842440649224,Sunday,0,2020-11,Sunday,0,36,6
iPhone 12 Pro Review: You Sure About That?,2020-10-30 03:44:44+00:00,10.616666666666667,8717502,239819,16646,0.029419551610082795,Friday,3,2020-10,Friday,3,42,4
PlayStation 5 Unboxing & Accessories!,2020-10-27 12:00:37+00:00,11.65,14539346,585230,38799,0.042920018548289585,Tuesday,12,2020-10,Tuesday,12,37,1
iPhone 12 Review: Just Got Real!,2020-10-25 22:54:32+00:00,18.3,13708450,331403,21152,0.025718078995072384,Sunday,22,2020-10,Sunday,22,32,6
Google Pixel 5 Review: Software Special!,2020-10-23 21:04:52+00:00,12.783333333333333,4781111,148809,8235,0.03284675883910664,Friday,21,2020-10,Friday,21,40,4
Huawei Mate 40 Pro Impressions: Technically Awesome!,2020-10-22 12:30:41+00:00,8.15,2869372,111169,7754,0.041445654310420535,Thursday,12,2020-10,Thursday,12,52,3
iPad Air 2020: The Real iPad Pro Killer!,2020-10-21 13:00:58+00:00,8.433333333333334,7153536,207085,11436,0.030547270608549393,Wednesday,13,2020-10,Wednesday,13,40,2
iPhone 12 Unboxing Experience + MagSafe Demo!,2020-10-20 13:01:24+00:00,11.466666666666667,12936125,432134,32716,0.035934253882055095,Tuesday,13,2020-10,Tuesday,13,45,1
LG Wing: The Swiveling Smartphone!,2020-10-16 22:01:26+00:00,13.05,5349445,179933,13106,0.0360857995549071,Friday,22,2020-10,Friday,22,34,4
The $200 Smartphone?!,2020-10-15 15:00:52+00:00,8.933333333333334,2281997,101211,12266,0.049727059238027047,Thursday,15,2020-10,Thursday,15,21,3
Google Pixel 5 Impressions: A New Strategy?,2020-10-14 20:44:44+00:00,8.766666666666667,3909852,133680,8446,0.036350736549618755,Wednesday,20,2020-10,Wednesday,20,43,2
OnePlus 8T Review: The Awkward Middle Child!,2020-10-14 14:43:50+00:00,14.183333333333334,3340908,111752,9490,0.03629013429881936,Wednesday,14,2020-10,Wednesday,14,44,2
Apple iPhone 12 Lineup Reactions!,2020-10-14 00:31:14+00:00,18.416666666666668,6759560,228027,25325,0.03748054607104605,Wednesday,0,2020-10,Wednesday,0,33,2
Why Don't People Buy Sony Smartphones?,2020-10-05 23:21:59+00:00,12.183333333333334,7884276,310602,34725,0.043799456031219604,Monday,23,2020-10,Monday,23,38,0
Apple Watch Series 6 Review: It's Bait!,2020-10-02 21:53:13+00:00,9.733333333333333,4656105,129294,5884,0.029032420875388334,Friday,21,2020-10,Friday,21,39,4
The Galaxy S20 Fan Edition: Hear Me Out!,2020-09-29 00:11:19+00:00,10.483333333333333,5428055,162950,38118,0.03704236600402907,Tuesday,0,2020-09,Tuesday,0,40,1
The Ultimate iOS 14 Homescreen Setup Guide!,2020-09-25 00:49:33+00:00,9.3,12527983,313101,12746,0.026009534016768702,Friday,0,2020-09,Friday,0,43,4
Can You Actually Game in 8K? (RTX 3090 Gameplay!),2020-09-23 04:13:29+00:00,16.35,11565035,332677,26376,0.031046425713367923,Wednesday,4,2020-09,Wednesday,4,49,2
Porsche Taycan Turbo: I Almost Switched!  [Auto Focus Ep 6],2020-09-22 00:34:56+00:00,15.583333333333334,4848781,161609,14387,0.03629695793643804,Tuesday,0,2020-09,Tuesday,0,59,1
Xbox Series X/S Design Impressions!,2020-09-18 18:45:24+00:00,7.816666666666666,2491226,112291,9122,0.04873624472448505,Friday,18,2020-09,Friday,18,35,4
Apple Watch Series 6: Everything New! (Product RED),2020-09-17 13:00:48+00:00,8.15,5370897,158490,8365,0.031066505278354806,Thursday,13,2020-09,Thursday,13,51,3
Talking Tech and The Metaverse with Mark Zuckerberg!,2020-09-16 18:12:58+00:00,19.633333333333333,3803406,199830,15897,0.056719424642018235,Wednesday,18,2020-09,Wednesday,18,52,2
Galaxy Z Fold 2 Review: Folding King... But For What?,2020-09-12 16:20:11+00:00,10.75,2879806,99410,8196,0.03736571144028452,Saturday,16,2020-09,Saturday,16,53,5
"Surface Duo Review: The Good, The Bad & The Ugly!",2020-09-10 13:00:43+00:00,14.733333333333333,2948911,101821,7753,0.03715744557906291,Thursday,13,2020-09,Thursday,13,49,3
Moto RAZR 2 Impressions: Nostalgia Reloaded?,2020-09-09 19:00:04+00:00,9.4,2646013,98237,5340,0.03914455446741947,Wednesday,19,2020-09,Wednesday,19,44,2
Samsung Galaxy Z Fold 2 Unboxing: 3 Major Upgrades!,2020-09-03 03:47:08+00:00,10.116666666666667,3495164,136517,8645,0.04153224283610154,Thursday,3,2020-09,Thursday,3,51,3
Surface Duo Unboxing & Impressions: Hinge Goals!,2020-08-26 21:16:46+00:00,8.733333333333333,3046127,119650,9172,0.042290423216103594,Wednesday,21,2020-08,Wednesday,21,48,2
Samsung Galaxy Nope 20!,2020-08-26 01:00:06+00:00,12.683333333333334,3723183,132195,13154,0.039038908374903945,Wednesday,1,2020-08,Wednesday,1,23,2
6K RED Komodo Impressions: The Mini Cine Camera!,2020-08-21 15:36:44+00:00,12.066666666666666,1944921,77828,5077,0.04262641001871027,Friday,15,2020-08,Friday,15,48,4
Galaxy Note 20 Ultra Review: It Better Be Good!,2020-08-18 14:00:55+00:00,13.55,5389637,161825,13429,0.03251684668188229,Tuesday,14,2020-08,Tuesday,14,47,1
Dope Tech: The iPad Pro Killer?!,2020-08-17 14:53:04+00:00,11.55,7994844,258488,12596,0.033907353289194885,Monday,14,2020-08,Monday,14,32,0
Sony WH-1000XM4 Review: The Final Form!,2020-08-13 15:45:13+00:00,7.633333333333334,6313071,199328,10147,0.03318115699950151,Thursday,15,2020-08,Thursday,15,39,3
Dope Tech: Boston Dynamics Robot Dog!,2020-08-11 03:17:19+00:00,15.166666666666666,6789088,242385,15415,0.03797269972049265,Tuesday,3,2020-08,Tuesday,3,37,1
The Last Intel Mac VS The Osborne Effect!,2020-08-06 16:00:32+00:00,10.1,1728231,67166,4092,0.0412317566343851,Thursday,16,2020-08,Thursday,16,41,3
Samsung Galaxy Note 20 Ultra Impressions: Ultra Premium!,2020-08-05 14:00:28+00:00,10.45,3615209,134214,15370,0.0413763077044785,Wednesday,14,2020-08,Wednesday,14,56,2
Google Pixel 4a Review: Simple and Clean!,2020-08-03 15:01:04+00:00,9.533333333333333,5992435,195540,12804,0.034767836447120413,Monday,15,2020-08,Monday,15,41,0
The TRUTH About OnePlus Nord!,2020-07-27 23:05:07+00:00,10.333333333333334,4474777,153289,9367,0.03634952088115229,Monday,23,2020-07,Monday,23,29,0
Why Tesla Model Y is Their Most Important Car! [Auto Focus Ep 5],2020-07-25 01:09:58+00:00,11.15,3858297,130290,6216,0.03537985800471037,Saturday,1,2020-07,Saturday,1,64,5
Asus ROG Phone 3 Review: The Spec King Returns!,2020-07-22 15:29:54+00:00,11.95,3546375,118734,8851,0.03597617285256071,Wednesday,15,2020-07,Wednesday,15,47,2
OnePlus Nord Impressions: Back to Budget!,2020-07-21 14:23:21+00:00,9.6,2793446,122163,9093,0.046987126294906006,Tuesday,14,2020-07,Tuesday,14,41,1
Dope Tech: The Biggest Ultrawide Monitor!,2020-07-18 22:57:51+00:00,10.65,4389598,155059,5591,0.03659788436207598,Saturday,22,2020-07,Saturday,22,41,5
OnePlus Nord Reveal! How Much Do Smartphones Actually Cost?,2020-07-14 14:00:12+00:00,18.966666666666665,3913439,170066,12446,0.0466372415668163,Tuesday,14,2020-07,Tuesday,14,59,1
Can You Trust MKBHD?,2020-07-09 21:30:01+00:00,13.866666666666667,4259926,252368,18223,0.0635201174856089,Thursday,21,2020-07,Thursday,21,20,3
iPhone 12: What to Expect!,2020-07-07 00:20:37+00:00,10.233333333333333,5057760,160595,11174,0.03396147701749391,Tuesday,0,2020-07,Tuesday,0,26,1
On the iPhone With No Charger...,2020-07-01 19:56:45+00:00,11.416666666666666,4501446,191691,33879,0.05011056447194968,Wednesday,19,2020-07,Wednesday,19,32,2
Apple Responds to Your Comments!,2020-06-26 15:30:06+00:00,19.133333333333333,6705527,257300,17023,0.04090998365974814,Friday,15,2020-06,Friday,15,32,4
iOS 14 Hands-On: Everything New!,2020-06-23 22:48:43+00:00,11.533333333333333,10501790,316697,24321,0.032472368996142566,Tuesday,22,2020-06,Tuesday,22,32,1
WWDC 2020 Impressions: Widgets and The Great Transition!,2020-06-23 01:50:53+00:00,15.533333333333333,4780868,208270,20122,0.047772078208392285,Tuesday,1,2020-06,Tuesday,1,56,1
Samsung Galaxy Buds Plus: The Go-To!,2020-06-19 21:40:00+00:00,7.05,3240007,120973,7327,0.039598679879395325,Friday,21,2020-06,Friday,21,36,4
PS5 Impressions: My Thoughts!,2020-06-17 21:35:13+00:00,10.783333333333333,5746106,214273,16808,0.0402152344561691,Wednesday,21,2020-06,Wednesday,21,29,2
The Largest Daily Driver Unboxing!,2020-06-16 22:25:27+00:00,6.8,2596526,114329,12256,0.048751678203877026,Tuesday,22,2020-06,Tuesday,22,34,1
Top 5 Android 11 Features: Big Tweaks!,2020-06-16 01:30:05+00:00,9.016666666666667,3934858,141052,8026,0.0378865006056127,Tuesday,1,2020-06,Tuesday,1,38,1
CyberTruck Phone Impressions... Ridiculous,2020-06-11 21:16:42+00:00,7.466666666666667,3731135,138706,8036,0.03932905134764623,Thursday,21,2020-06,Thursday,21,42,3
Dope Tech:  The $3500 Bluetooth Speaker!,2020-06-09 22:25:28+00:00,8.816666666666666,6029589,172494,5248,0.02947829445754926,Tuesday,22,2020-06,Tuesday,22,40,1
Reflecting on the Color of My Skin,2020-06-04 21:11:41+00:00,10.45,7692819,690096,50030,0.09620998492230222,Thursday,21,2020-06,Thursday,21,34,3
Escobar Responds! A PSA,2020-05-29 14:00:15+00:00,12.983333333333333,7375669,282528,14329,0.04024814562584086,Friday,14,2020-05,Friday,14,23,4
Poco F2 Pro: The Full Screen Deal!,2020-05-26 23:12:01+00:00,10.433333333333334,4213084,119847,8076,0.030363268332651332,Tuesday,23,2020-05,Tuesday,23,34,1
How Teslas Upgrade Over Time!,2020-05-23 00:23:03+00:00,11.216666666666667,3731912,155177,5420,0.04303343701566382,Saturday,0,2020-05,Saturday,0,29,5
Surface Headphones 2: Matte Black Everything!,2020-05-19 23:30:20+00:00,9.033333333333333,2064614,79964,4277,0.040802300090961315,Tuesday,23,2020-05,Tuesday,23,45,1
The Budget Phone Blueprint!,2020-05-15 23:30:33+00:00,10.3,2429799,90628,9206,0.041087349200489426,Friday,23,2020-05,Friday,23,27,4
The Fastest Phone of 2020!,2020-05-13 22:41:33+00:00,11.116666666666667,4267197,125449,7337,0.031117850898376615,Wednesday,22,2020-05,Wednesday,22,26,2
The $700 Mac Pro Wheels: Explained!,2020-05-09 15:27:40+00:00,9.283333333333333,7953835,247970,22226,0.0339705311965863,Saturday,15,2020-05,Saturday,15,35,5
"The 2020 13"" MacBook Pro Impressions: Wait a Minute!",2020-05-07 12:30:40+00:00,9.033333333333333,4832829,115518,7478,0.02545010386256166,Thursday,12,2020-05,Thursday,12,52,3
Google Pixel Buds Review: WAY Better!,2020-05-05 20:25:34+00:00,10.4,4295416,142044,8455,0.035037118639964095,Tuesday,20,2020-05,Tuesday,20,37,1
iPhone 11 Pro Review: 6 Months Later!,2020-05-02 14:13:15+00:00,9.566666666666666,4451476,132726,8242,0.03166769853414912,Saturday,14,2020-05,Saturday,14,37,5
Moto Edge+ Review: We Need to Talk!,2020-04-30 13:00:42+00:00,11.866666666666667,4179270,121640,9326,0.031337051686060005,Thursday,13,2020-04,Thursday,13,35,3
"World's ""FASTEST"" Gaming PC!",2020-04-27 21:53:34+00:00,8.05,3473517,143812,8464,0.0438391405598418,Monday,21,2020-04,Monday,21,28,0
iPhone SE (2020) Review: It All Adds Up!,2020-04-22 13:00:33+00:00,10.066666666666666,9988166,300038,25837,0.03262610973826426,Wednesday,13,2020-04,Wednesday,13,40,2
Apple Magic Keyboard: Floating iPad Pro?,2020-04-20 19:21:06+00:00,9.233333333333333,8010405,197434,10705,0.025983580106124473,Monday,19,2020-04,Monday,19,40,0
iPhone SE (2020) Honest Thoughts...,2020-04-17 18:25:04+00:00,8.866666666666667,4335844,160511,17136,0.04097172315240124,Friday,18,2020-04,Friday,18,35,4
OnePlus 8 Review: Special No More!,2020-04-16 22:00:14+00:00,10.366666666666667,3568017,100820,6765,0.030152602972463416,Thursday,22,2020-04,Thursday,22,34,3
OnePlus 8 Pro Review: Finally a Flagship!,2020-04-14 15:51:12+00:00,15.65,6645374,182095,14692,0.029612629778248748,Tuesday,15,2020-04,Tuesday,15,41,1
Last Video in this Studio!,2020-04-06 20:56:14+00:00,9.533333333333333,1590528,96433,6088,0.06445721169322388,Monday,20,2020-04,Monday,20,26,0
What's On My Phone: 2020!,2020-03-28 15:42:33+00:00,8.383333333333333,4019010,121029,7400,0.031955382046822474,Saturday,15,2020-03,Saturday,15,25,5
Huawei P40 Pro Impressions: What We Should Copy!,2020-03-26 13:30:37+00:00,11.083333333333334,3781713,96573,7373,0.027486485621727508,Thursday,13,2020-03,Thursday,13,48,3
2020 MacBook Air Impressions: A Clean Refresh!,2020-03-20 12:30:40+00:00,6.55,5983148,175498,6302,0.03038534229806784,Friday,12,2020-03,Friday,12,46,4
The Rollable Smartphone?,2020-03-17 00:04:05+00:00,13.45,2844500,95774,7445,0.03628722095271577,Tuesday,0,2020-03,Tuesday,0,24,1
Samsung Galaxy S20 Review: All the Right Moves!,2020-03-14 16:00:45+00:00,11.333333333333334,4591583,106515,7509,0.02483326556440339,Saturday,16,2020-03,Saturday,16,47,5
The Truth About the Escobar Folding Phone!,2020-03-10 21:14:56+00:00,12.8,9135223,356238,17805,0.040945141678533734,Tuesday,21,2020-03,Tuesday,21,42,1
Oppo Find X2 Pro: One-Upping the Champ?,2020-03-06 10:00:37+00:00,8.85,3097212,88039,5080,0.03006542658365007,Friday,10,2020-03,Friday,10,39,4
Samsung Galaxy S20 Ultra Review: Attack of the Numbers!,2020-03-03 00:51:26+00:00,18.333333333333332,7489348,149345,11139,0.021428300567686267,Tuesday,0,2020-03,Tuesday,0,55,1
Xiaomi Mi Mix Alpha Impressions: The Wraparound Display!,2020-02-28 14:00:32+00:00,11.066666666666666,17962348,426880,23382,0.025066990128462047,Friday,14,2020-02,Friday,14,56,4
The 2020 Mac Pro: A Silent Killer!,2020-02-25 22:33:07+00:00,11.083333333333334,4413447,127635,7715,0.03066763914917297,Tuesday,22,2020-02,Tuesday,22,34,1
MKBHD Studio 2020 Build: Part 1!,2020-02-23 17:00:22+00:00,9.266666666666667,2267665,99705,5720,0.04649055305788113,Sunday,17,2020-02,Sunday,17,32,6
Galaxy Z Flip vs Moto RAZR 2020: 10 Differences!,2020-02-21 17:01:16+00:00,11.016666666666667,3144089,67831,3842,0.022796110415449437,Friday,17,2020-02,Friday,17,48,4
Samsung Galaxy Z Flip Unboxing: It's Growing on Me!,2020-02-19 23:29:43+00:00,6.883333333333334,4576964,107744,5566,0.024756585369690477,Wednesday,23,2020-02,Wednesday,23,51,2
Talking Tech and 2020 with Bill Gates!,2020-02-14 21:32:43+00:00,12.066666666666666,3700671,152257,7970,0.043296742671801954,Friday,21,2020-02,Friday,21,38,4
Samsung Galaxy Z Flip Impressions: Mixed Feelings!,2020-02-12 02:37:37+00:00,7.516666666666667,5937758,168414,10077,0.030060335904561957,Wednesday,2,2020-02,Wednesday,2,50,2
Samsung Galaxy S20 Ultra Impressions: 108 Megapixels!,2020-02-11 19:01:20+00:00,7.833333333333333,7453972,172433,14416,0.025067038083856498,Tuesday,19,2020-02,Tuesday,19,53,1
"Galaxy S20 Impressions: New Year, New Samsung!",2020-02-11 19:01:02+00:00,9.75,6393602,157171,9487,0.026066370724984134,Tuesday,19,2020-02,Tuesday,19,46,1
Foldable Moto RAZR Unboxing & Second Thoughts!,2020-02-10 14:00:40+00:00,7.266666666666667,2472383,75784,5842,0.0330151113318608,Monday,14,2020-02,Monday,14,46,0
Are we at Peak Smartphone?,2020-01-31 21:36:12+00:00,7.683333333333334,2549687,95451,7221,0.04026847216932902,Friday,21,2020-01,Friday,21,26,4
YouTube Diamond Play Button Review!,2020-01-25 22:53:48+00:00,5.25,5596961,219192,8691,0.04071548828015775,Saturday,22,2020-01,Saturday,22,35,5
Why Everyone is Copying AirPods: Explained!,2020-01-15 17:46:21+00:00,8.35,7227526,218150,11437,0.031765641521040534,Wednesday,17,2020-01,Wednesday,17,43,2
The MKBHD Setup Tour 2020!,2020-01-13 23:04:57+00:00,11.883333333333333,4354195,129541,6648,0.031277652930105336,Monday,23,2020-01,Monday,23,26,0
Dope Tech of CES 2020: Sony Made a Car?!,2020-01-09 14:50:58+00:00,9.8,2178900,74251,3235,0.03556198081600808,Thursday,14,2020-01,Thursday,14,40,3
OnePlus Concept One Phone: Disappearing Cameras?,2020-01-07 23:33:42+00:00,4.866666666666666,2572598,83579,3305,0.03377286307460396,Tuesday,23,2020-01,Tuesday,23,48,1
Most Overrated Tech? 8K Ask MKBHD 2020!,2020-01-06 00:30:45+00:00,12.75,2188264,95972,4672,0.045992622462372,Monday,0,2020-01,Monday,0,39,0
The Banned Huawei Mate 30 Pro: Best Phone You Shouldn't Buy!,2020-01-03 01:00:19+00:00,9.5,4069565,99505,6478,0.02604283258775815,Friday,1,2020-01,Friday,1,60,4
2020 Tech I'm Ready For!,2019-12-31 01:54:57+00:00,11.316666666666666,2837164,101592,5075,0.037596346210511625,Tuesday,1,2019-12,Tuesday,1,24,1
The Most Expensive iPhone in the World!,2019-12-27 01:00:03+00:00,9.9,3925932,147860,10995,0.04046300343459846,Friday,1,2019-12,Friday,1,39,4
Smartphone Awards 2019!,2019-12-24 04:24:34+00:00,25.266666666666666,7174195,223442,22071,0.03422167922672857,Tuesday,4,2019-12,Tuesday,4,23,1
Would a Walkman work in space?,2019-12-23 17:00:11+00:00,3.0833333333333335,276034,8284,684,0.032488751385698865,Monday,17,2019-12,Monday,17,30,0
Dope Tech: The World's Largest 8K OLED!,2019-12-21 20:44:56+00:00,10.5,3739621,103336,4033,0.02871119827383577,Saturday,20,2019-12,Saturday,20,39,5
"10,000,000!",2019-12-18 15:10:55+00:00,2.783333333333333,2996862,308844,19728,0.10963868206143626,Wednesday,15,2019-12,Wednesday,15,11,2
The Blind Smartphone Camera Test 2019!,2019-12-17 00:50:07+00:00,11.85,2581194,115089,12655,0.04949027465583757,Tuesday,0,2019-12,Tuesday,0,38,1
Console Wars!,2019-12-16 17:00:00+00:00,4.183333333333334,484777,12277,1266,0.02793655639603364,Monday,17,2019-12,Monday,17,13,0
Apple Pro Display XDR: A Grand Stand?!,2019-12-13 03:10:55+00:00,12.05,4895425,127612,7838,0.027668690665263996,Friday,3,2019-12,Friday,3,38,4
Mac Pro Unboxing & Second Impressions: The Power is Back!,2019-12-10 17:01:51+00:00,11.55,5058190,166644,14463,0.03580470484501373,Tuesday,17,2019-12,Tuesday,17,57,1
A look inside the original Macintosh,2019-12-09 17:00:11+00:00,2.4,469713,12759,518,0.028266196592387265,Monday,17,2019-12,Monday,17,36,0
Testing Real 5G: Part 2!,2019-12-05 14:00:17+00:00,11.283333333333333,2978399,91192,8018,0.03330984196543176,Thursday,14,2019-12,Thursday,14,24,3
